Brand,Variety,Style,Country,Stars,spiciness,spiciness_2,Scoville,continent
Nissin,Cup Noodles Roasted Duck w/Sweet Onion Soup,Cup,Germany,3.25,pepper free,pepper free,0,Europe
Nissin,Soba Peking Duck,Cup,Germany,2.75,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Pork Tonkotsu,Cup,Germany,3,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Teriyaki Chicken,Cup,Germany,3.75,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Kaisen Seafood,Cup,Germany,3.75,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Spiced Curry,Cup,Germany,3.25,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Ginger Chicken,Cup,Germany,3.25,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Soy Sauce Shrimps,Cup,Germany,3.5,pepper free,mild,"(100, 2500)",Europe
Nissin,Cup Noodles Hot Chili Spicy Roasted Sesame Soup,Cup,Germany,3.75,spicy,spicy,"(2500, 10000)",Europe
Lien Ying,Asian Spirit Asia Noodles Vegetable Flavor,Cup,Germany,2,pepper free,pepper free,0,Europe
Nissin,Demae Ramen Spicy Beef,Pack,Germany,3.75,spicy,spicy,"(2500, 10000)",Europe
Nissin,Cup Noodles Spicy,Cup,Germany,3.75,spicy,spicy,"(2500, 10000)",Europe
Nissin,Soba Thai,Pack,Germany,4.5,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Huhn (Chicken),Cup,Germany,3.75,pepper free,pepper free,0,Europe
Nissin,Demae Ramen Korean Kimchi,Pack,Germany,3.5,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Curry,Cup,Germany,3.75,pepper free,pepper free,0,Europe
Nissin,Soba Yakitori Chicken,Cup,Germany,5,pepper free,pepper free,0,Europe
Nissin,Demae Ramen Garlic Chicken,Pack,Germany,3.5,pepper free,pepper free,0,Europe
Nissin,Cup Noodles Ente (Duck),Cup,Germany,3,pepper free,pepper free,0,Europe
Nissin,Demae Ramen Thai Tom Yum,Pack,Germany,3.75,pepper free,hot,"(10000, 50000)",Europe
Nissin,Soba Sukiyaki Beef,Cup,Germany,4.5,pepper free,pepper free,0,Europe
Nissin,Demae Ramen Spicy,Pack,Germany,3.5,spicy,spicy,"(2500, 10000)",Europe
Nissin,Cup Noodles Shrimps,Cup,Germany,3,pepper free,pepper free,0,Europe
Nissin,Demae Ramen Tokyo Soy Sauce,Pack,Germany,4,pepper free,mild,"(100, 2500)",Europe
Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25,pepper free,pepper free,0,Europe
Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,pepper free,pepper free,0,Europe
Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5,pepper free,pepper free,0,Europe
Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25,pepper free,pepper free,0,Europe
Bonasia,Instant Noodles Beef Flavour,Pack,Germany,3.75,pepper free,pepper free,0,Europe
Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3,pepper free,pepper free,0,Europe
Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,pepper free,pepper free,0,Europe
Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5,pepper free,mild,"(100, 2500)",Europe
Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,pepper free,pepper free,0,Europe
Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5,pepper free,pepper free,0,Europe
Nissin,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,Germany,3,pepper free,pepper free,0,Europe
Nissin,Soba Classic Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,pepper free,pepper free,0,Europe
Nissin,Soba Curry Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,pepper free,pepper free,0,Europe
Maggi,Masala Cuppa Noodles,Cup,India,3.25,pepper free,pepper free,0,Asia
Nissin,Top Ramen Masala Noodles,Pack,India,4,pepper free,pepper free,0,Asia
Nissin,Top Ramen Curry,Pack,India,5,pepper free,pepper free,0,Asia
Nissin,Top Ramen Chicken Noodles,Pack,India,3.5,pepper free,pepper free,0,Asia
Nissin,Top Ramen Fiery Chilli Noodles,Pack,India,5,fiery,pepper free,0,Asia
Maggi,2 Minute Noodles Masala Spicy (Export Version),Pack,India,5,spicy,spicy,"(2500, 10000)",Asia
Maggi,Cuppa Chilly Chow,Cup,India,3.5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Veggi Manchow,Cup,India,3.5,pepper free,pepper free,0,Asia
Maggi,Hot Heads Barbeque Pepper Noodles,Pack,India,0,hot,hot,"(10000, 50000)",Asia
Ching's Secret,Schezwan Instant Noodles,Pack,India,3.5,pepper free,pepper free,0,Asia
Maggi,Hot Heads Peri Peri Noodles,Pack,India,4,hot,hot,"(10000, 50000)",Asia
Nissin,Cup Noodles Mazedaar Masala,Cup,India,3.5,pepper free,pepper free,0,Asia
Maggi,Pazzta Cheese Macaroni,Pack,India,3.5,pepper free,pepper free,0,Asia
Maggi,Cuppa Masala,Cup,India,3.75,pepper free,pepper free,0,Asia
Sunfeast,Yippee! Noodles Magic Masala,Pack,India,4.25,pepper free,pepper free,0,Asia
Ching's Secret,Singapore Curry,Pack,India,3.75,pepper free,pepper free,0,Asia
TRDP,Mario Masala Noodles,Pack,India,3.75,pepper free,pepper free,0,Asia
Ching's Secret,Hot Garlic Instant Noodles,Pack,India,4.25,hot,hot,"(10000, 50000)",Asia
Maggi,Hot Heads Green Chilli Noodles,Pack,India,3.5,hot,hot,"(10000, 50000)",Asia
Maggi,Nutri-licious Pazzta Tomato Twist,Pack,India,3.75,pepper free,pepper free,0,Asia
Nissin,Top Ramen Atta Nooldes Masala,Pack,India,4.5,pepper free,pepper free,0,Asia
Wai Wai,Instant Noodles Artificial Chicken Flavoured,Pack,India,1.5,pepper free,pepper free,0,Asia
1 To 3 Noodles,Chatpat Masala,Pack,India,4,pepper free,pepper free,0,Asia
Patanjali,Atta Noodles Jhatpat Banao Befikr Khao,Pack,India,4.5,pepper free,pepper free,0,Asia
Maggi,2 Minute Noodles Masala Spicy,Pack,India,5,spicy,spicy,"(2500, 10000)",Asia
Wai Wai,Instant Noodles Veg Masala Flavour,Pack,India,3.5,pepper free,pepper free,0,Asia
Wai Wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4,pepper free,pepper free,0,Asia
Chaudhary's Wai Wai,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,2.5,pepper free,pepper free,0,Asia
Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5,pepper free,pepper free,0,Asia
Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,hot,hot,"(10000, 50000)",Asia
Ching's Secret,Hot Garlic Instant Noodles,Pack,India,3.75,hot,hot,"(10000, 50000)",Asia
Maggi,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,3.75,spicy,spicy,"(2500, 10000)",Asia
Ching's Secret,Manchurian Instant Noodles,Pack,India,3.5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,3.75,spicy,spicy,"(2500, 10000)",Asia
Maggi,Multigrainz Noodles Spice Remix,Pack,India,3.25,pepper free,pepper free,0,Asia
Maggi,Masala Dumdaar Noodles,Pack,India,3.75,pepper free,pepper free,0,Asia
Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25,pepper free,pepper free,0,Asia
Maggi,2 Minute Noodles Thrillin' Curry,Pack,India,2,pepper free,pepper free,0,Asia
Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Pani Puri,Cup,India,1.5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Manchurian,Cup,India,3,pepper free,pepper free,0,Asia
Maggi,Rice Noodle Mania Lemon Masala,Pack,India,1.5,pepper free,pepper free,0,Asia
Maggi,2 Minute Noodles Curry,Pack,India,2.5,pepper free,pepper free,0,Asia
Maggi,Vegetable Atta Noodles Masala,Pack,India,2,pepper free,pepper free,0,Asia
Maggi,Chinese Noodles Lemon Chicken Flavor,Pack,India,3.5,pepper free,mild,"(100, 2500)",Asia
Kolson,Noodle Doodle Fiery Chatpata Flavor,Cup,Pakistan,3,fiery,pepper free,0,Asia
Kolson,Dhanak Vermicelli,Pack,Pakistan,5,pepper free,pepper free,0,Asia
Morre,Instant Noodles Chicken Flavored,Cup,Pakistan,3.75,pepper free,pepper free,0,Asia
Morre,Instant Noodle Chatt Patta,Cup,Pakistan,3.5,pepper free,pepper free,0,Asia
Knorr,Chatt Patta Instant Noodles,Pack,Pakistan,1,pepper free,pepper free,0,Asia
Morre,Instant Noodles Masala,Pack,Pakistan,3.75,pepper free,pepper free,0,Asia
Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,2.5,pepper free,pepper free,0,Asia
Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,2.75,pepper free,pepper free,0,Asia
Shan,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,3.25,pepper free,pepper free,0,Asia
Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,spicy,spicy,"(2500, 10000)",Asia
Shan,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,3.25,pepper free,pepper free,0,Asia
Shan,Shoop Instant Noodles Chicken Flavour,Pack,Pakistan,3.5,pepper free,pepper free,0,Asia
Knorr,Pizza,Pack,Pakistan,3,pepper free,pepper free,0,Asia
Wai Wai,Quick Chicken Pizza Flavored Instant Noodle,Pack,Serbia,3.5,pepper free,pepper free,0,Europe
Wai Wai,Instant Noodles Vegetable Flavored,Cup,Serbia,1.5,pepper free,pepper free,0,Europe
Wai Wai,X-Press Noodles Vegetable Flavour,Pack,Serbia,2,pepper free,pepper free,0,Europe
Wai Wai,X-Press Noodles Masala Delight,Pack,Serbia,3.5,pepper free,pepper free,0,Europe
Wai Wai,Quick Instant Noodles Chicken Curry Flavor,Pack,Serbia,1,pepper free,pepper free,0,Europe
Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,4.5,pepper free,pepper free,0,Asia
WhatIf? Foods,Miringa Noodle With Sesame Garlic Seasoning,Box,Singapore,4.5,pepper free,pepper free,0,Asia
WhatIf? Foods,Bamnut Noodles With Sweet Hot Seasoning,Box,Singapore,4,hot,hot,"(10000, 50000)",Asia
Chillies Brand,Hae Bee Hiam ,Pack,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Baked Multigrain Noodles Pepper Crab Flavour,Cup,Singapore,4,pepper free,mild,"(100, 2500)",Asia
KOKA,Baked Multigrain Noodles Five Spiced Duck Flavour,Cup,Singapore,3.75,pepper free,pepper free,0,Asia
KOKA,Baked Multigrain Noodles Hot Mala Tofu Flavour,Cup,Singapore,2.25,hot,hot,"(10000, 50000)",Asia
Prima Taste,Singapore Black Pepper Crab Flavoured La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima Taste,Singapore Chilli Crab Flavoured La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima Taste,Singapore Black Pepper Crab Flavoured La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Myojo,Char Mee 100,Pack,Singapore,4.25,pepper free,pepper free,0,Asia
Prima Taste,Singapore Prawn Soup Wholegrain LaMian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Nissin,U.F.O. Flaming Hot Seafood Flavour,Tray,Singapore,4.75,hot,hot,"(10000, 50000)",Asia
Miandom,Tasty Asia Green Curry Shrimp Flavoured Instant Noodles,Cup,Singapore,5,pepper free,pepper free,0,Asia
Miandom,Tasty Asia Black Pepper Crab Flavoured Instant Noodles,Cup,Singapore,3.5,pepper free,pepper free,0,Asia
Miandom,Tasty Asia Green Curry Shrimp Flavoured Instant Noodles,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Kyushu White Flavour (Open Sesame),Cup,Singapore,3.5,pepper free,pepper free,0,Asia
Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
KOKA,Singnature Chicken Flavor Instant Noodles,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
KOKA,Signature Black Pepper Fried Noodles,Pack,Singapore,4,pepper free,pepper free,0,Asia
KOKA,The Original Chicken Flavor Oriental Instant Noodles,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Chilli Crab Flavour (More Crabtastic),Cup,Singapore,4,pepper free,pepper free,0,Asia
KOKA,Creamy Soup With Crusjhed Noodles Mushroom Flavor,Cup,Singapore,1,pepper free,pepper free,0,Asia
KOKA,Silk Laksa Singapura Instant Rice Fettucine,Bowl,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Instant Noodles Mushroom Flavour,Pack,Singapore,2,pepper free,pepper free,0,Asia
Nissin,Hokkaido Miso Japanese Ramen,Pack,Singapore,4,pepper free,pepper free,0,Asia
KOKA,Original Chicken Flavor,Pack,Singapore,3.5,pepper free,mild,"(100, 2500)",Asia
KOKA,Silk Instant Rice Fettucine Chicken Pho Flavor,Pack,Singapore,4,pepper free,pepper free,0,Asia
Myojo,Mee Poh Dry (New Recipe),Pack,Singapore,4.25,pepper free,pepper free,0,Asia
KOKA,Creamy Soup With Crushed Noodles Vegetable Flavor,Cup,Singapore,4.5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Potato Chips Tom Yam Seafood Flavour,Pack,Singapore,5,pepper free,hot,"(10000, 50000)",Asia
KOKA,Delight Curry Flavor Instant Non-Fried Noodles,Pack,Singapore,5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Laksa Flavour,Cup,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Signature Pepper Crab Flavor Instant Noodles,Pack,Singapore,3.25,pepper free,pepper free,0,Asia
KOKA,The Original Spicy Stir-Fried Noodles,Pack,Singapore,2.5,spicy,spicy,"(2500, 10000)",Asia
KOKA,Mushroom Flavour Instant Noodles,Cup,Singapore,3.5,pepper free,pepper free,0,Asia
KOKA,Creamy Soup With Crushed Noodles Hot & Sour Fish Flavor,Cup,Singapore,5,hot,hot,"(10000, 50000)",Asia
KOKA,Signature Tom Yum Flavor Instant Noodles,Pack,Singapore,4,pepper free,hot,"(10000, 50000)",Asia
KOKA,Instant Noodles Laksa Singapura Flavour,Pack,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Curry Flavour Instant Noodles,Cup,Singapore,5,pepper free,pepper free,0,Asia
Nissin,Cup NoodlesTom Yam Seafood (More Shrimptacular),Cup,Singapore,5,pepper free,pepper free,0,Asia
Prima,Juzz's Mee Creamy Chicken Flavour (Export Version),Pack,Singapore,5,pepper free,pepper free,0,Asia
Nissin,Straits Reborn Laksa,Pack,Singapore,5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Potato Chips Black Pepper Crab Flavour,Pack,Singapore,4.5,pepper free,mild,"(100, 2500)",Asia
Nissin,Cup Noodles Blacl Pepper Crab Flavour (More Angry Crab),Cup,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Delight Chicken Flavor Instant Non-Fried Noodles,Pack,Singapore,3.75,pepper free,pepper free,0,Asia
KOKA,Creamy Soup With Crushed Noodles Chicken Flavor,Cup,Singapore,5,pepper free,mild,"(100, 2500)",Asia
KOKA,Signature Curry Flavor Instant Noodles,Cup,Singapore,3.5,pepper free,pepper free,0,Asia
KOKA,Instant Noodles Chicken Satay Flavour,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
KOKA,Signature Spicy Singapore Fried Noodles Instant Noodles,Pack,Singapore,4.25,spicy,spicy,"(2500, 10000)",Asia
KOKA,Creamy Soup With Crushed Noodles Sweet Corn Flavor,Cup,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Silk Beef Pho Flavor Instant Rice Fettuccine,Bowl,Singapore,3.25,pepper free,pepper free,0,Asia
KOKA,Delight Spicy Sesame Flavor Instant Non-Fried Noodles,Pack,Singapore,4.5,spicy,spicy,"(2500, 10000)",Asia
KOKA,Signature Laksa Singapura Instant Noodles,Bowl,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Delight Spicy Black Pepper Flavor Instant Non-Fried Noodles,Pack,Singapore,5,spicy,spicy,"(2500, 10000)",Asia
KOKA,Purple Wheat Noodles Chili & Lime Flavor,Pack,Singapore,4,pepper free,pepper free,0,Asia
KOKA,Delight Tomato Flavor Instant Non-Fried Noodles,Pack,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Seafood Flavor Instant Noodles,Cup,Singapore,3.5,pepper free,pepper free,0,Asia
KOKA,Signature Stir-Fry Original Flavor Instant Noodles,Pack,Singapore,3,pepper free,pepper free,0,Asia
KOKA,Creamy Soup Witrh Crushed Noodles Curry Flavor,Cup,Singapore,5,pepper free,pepper free,0,Asia
KOKA,Delight Laksa Singapura Flavor Instant Non-Fried Noodles,Pack,Singapore,4.25,pepper free,pepper free,0,Asia
KOKA,Silk Spicy Marinara Instant Rice Fettuccine,Bowl,Singapore,5,spicy,spicy,"(2500, 10000)",Asia
KOKA,Signature Chicken Flavor Instant Noodles,Cup,Singapore,3.75,pepper free,pepper free,0,Asia
MyKuali,Penang Hokkien Prawn Noodle Soup,Pack,Singapore,5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,5,pepper free,hot,"(10000, 50000)",Asia
KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,3.75,pepper free,pepper free,0,Asia
Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5,spicy,spicy,"(2500, 10000)",Asia
Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,4,pepper free,pepper free,0,Asia
Myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4,pepper free,hot,"(10000, 50000)",Asia
Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,3.75,pepper free,pepper free,0,Asia
Myojo,Mee Goreng Original Flavour,Pack,Singapore,4,pepper free,pepper free,0,Asia
Nissin,Straits Kitchen Laksa,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,spicy,spicy,"(2500, 10000)",Asia
Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,pepper free,pepper free,0,Asia
Myojo,Mee Poh Dry,Pack,Singapore,4.25,pepper free,pepper free,0,Asia
Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,pepper free,pepper free,0,Asia
Myojo,Ramen Char Mee 100,Pack,Singapore,3,pepper free,pepper free,0,Asia
Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,spicy,spicy,"(2500, 10000)",Asia
Myojo,Mee Goreng,Pack,Singapore,4,pepper free,pepper free,0,Asia
Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,spicy,spicy,"(2500, 10000)",Asia
Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,pepper free,hot,"(10000, 50000)",Asia
Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,spicy,spicy,"(2500, 10000)",Asia
Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,spicy,spicy,"(2500, 10000)",Asia
Myojo,Chicken Flavour,Pack,Singapore,3.75,pepper free,pepper free,0,Asia
Koka,Laksa Singapura,Pack,Singapore,4.25,pepper free,pepper free,0,Asia
Nissin,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,pepper free,hot,"(10000, 50000)",Asia
Koka,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,Singapore,2.75,pepper free,pepper free,0,Asia
Koka,Noodles Beef Flavour,Cup,Singapore,2.5,pepper free,pepper free,0,Asia
Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,spicy,spicy,"(2500, 10000)",Asia
Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4,pepper free,mild,"(100, 2500)",Asia
Nissin,Premium Instant Noodles Spicy Beef Flavour,Pack,Singapore,3.75,spicy,spicy,"(2500, 10000)",Asia
Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4,pepper free,hot,"(10000, 50000)",Asia
Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,3.75,pepper free,pepper free,0,Asia
Nissin,Chu Qian Yi Ding Sesame Oil Flavour,Pack,Singapore,3.75,pepper free,mild,"(100, 2500)",Asia
Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,3.5,pepper free,pepper free,0,Asia
Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,pepper free,mild,"(100, 2500)",Asia
Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4,pepper free,mild,"(100, 2500)",Asia
Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5,pepper free,pepper free,0,Asia
Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,spicy,spicy,"(2500, 10000)",Asia
Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4,pepper free,hot,"(10000, 50000)",Asia
Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4,pepper free,pepper free,0,Asia
Nissin,Premium Instant Noodles Roasted Beef Flavour,Pack,Singapore,4.25,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4,pepper free,pepper free,0,Asia
Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,pepper free,hot,"(10000, 50000)",Asia
Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4,pepper free,pepper free,0,Asia
Maggi,2 Minute Noodles Curry Flavour,Pack,Singapore,3.75,pepper free,pepper free,0,Asia
Maggi,Senses Laksa Instant Noodles,Pack,Singapore,5,pepper free,pepper free,0,Asia
Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5,spicy,spicy,"(2500, 10000)",Asia
Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3,pepper free,hot,"(10000, 50000)",Asia
Koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25,spicy,spicy,"(2500, 10000)",Asia
Koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,Singapore,2.5,pepper free,hot,"(10000, 50000)",Asia
Myojo,Prawn Noodles,Pack,Singapore,4.25,pepper free,pepper free,0,Asia
Koka,Purple Wheat Noodles Aglio Olio,Pack,Singapore,2.75,pepper free,pepper free,0,Asia
Prima Taste,Singapore Chilli Crab La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Koka,Oriental Style Instant Noodles Crab Flavour,Pack,Singapore,3.75,pepper free,mild,"(100, 2500)",Asia
Koka,Oriental Instant Noodles Stir Fried Noodles,Pack,Singapore,3.75,pepper free,pepper free,0,Asia
Prima Taste,Singapore Laksa La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Prima Taste,Singapore Curry La Mian,Pack,Singapore,5,pepper free,pepper free,0,Asia
Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,2.5,pepper free,pepper free,0,Asia
Koka,Spicy Black Pepper,Pack,Singapore,5,spicy,spicy,"(2500, 10000)",Asia
Snapdragon,Beijing Vegetable Rice Noodle,Cup,Singapore,2,pepper free,pepper free,0,Asia
Snapdragon,South Korean Kimchi Rice Noodle,Cup,Singapore,3.75,pepper free,hot,"(10000, 50000)",Asia
Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,3.5,pepper free,pepper free,0,Asia
Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,5,pepper free,pepper free,0,Asia
Nissin,Cup Noodles Prawn,Cup,Singapore,3.25,pepper free,pepper free,0,Asia
Koka,Tomato,Pack,Singapore,4.75,pepper free,pepper free,0,Asia
Koka,Spicy Seafood Marinara,Bowl,Singapore,3,spicy,spicy,"(2500, 10000)",Asia
Koka,Spicy Sesame,Pack,Singapore,5,spicy,spicy,"(2500, 10000)",Asia
Koka,Curry,Pack,Singapore,4.25,pepper free,pepper free,0,Asia
Koka,Tom Yum Rice Noodles,Bowl,Singapore,3.5,pepper free,hot,"(10000, 50000)",Asia
Koka,Laksa Singapura,Bowl,Singapore,4.25,pepper free,pepper free,0,Asia
Koka,Mi Hai Tom Prawn,Pack,Singapore,3.75,pepper free,pepper free,0,Asia
Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,3.5,pepper free,pepper free,0,Asia
Newgate Express,Instant Noodles Chicken Flavour,Pack,Ireland,1.25,pepper free,pepper free,0,Europe
Newgate Express,Instant Noodles Prawn Flavour,Pack,Ireland,1.25,pepper free,pepper free,0,Europe
Newgate Express,Instant Noodles Beef Flavour,Pack,Ireland,1.75,pepper free,pepper free,0,Europe
Newgate Express,Instant Noodles Curry Flavour,Pack,Ireland,1.75,pepper free,pepper free,0,Europe
Aji-no-men,Sabor Gallina Criolla,Pack,Peru,3.5,pepper free,pepper free,0,South America
Aji-no-men,Sabor Camaron,Pack,Peru,3.25,pepper free,pepper free,0,South America
Aji-no-men,Sabor Gallina Picante,Pack,Peru,3.75,pepper free,pepper free,0,South America
Aji-no-men,Sabor Carne Sopa Instantanea Fideos,Pack,Peru,3,pepper free,pepper free,0,South America
Nissin,Miojo Lamen Sabor Galinha Caipira,Pack,Brazil,3.5,pepper free,pepper free,0,South America
Nissin-Miojo,Lamen Sabor Costela,Pack,Brazil,3.25,pepper free,pepper free,0,South America
Aji-no-men,Sabor Gallina Criolla,Pack,Brazil,3.5,pepper free,pepper free,0,South America
Nissin,Miojo Lamen Hot Sabor Calabresa,Pack,Brazil,3.75,hot,hot,"(10000, 50000)",South America
Nissin Miojo,Cremoso Carno Com Chili,Pack,Brazil,2,pepper free,pepper free,0,South America
Nissin Miojo,Nissin Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,3.5,pepper free,pepper free,0,South America
Nissin Miojo,Cremoso Sabor Estrogonofe De Frango,Pack,Brazil,4,pepper free,pepper free,0,South America
Nissin Miojo,Cremoso Costela Barbecue,Pack,Brazil,1,pepper free,pepper free,0,South America
Nissin Miojo,Nissin Lamen Frang Com Alho,Pack,Brazil,3.5,pepper free,pepper free,0,South America
